cycle,name,location.x,location.y,my_zone,gender,socio,my_fit,outplay,my_crime,my_simd,my_simd_imp,num_friends,num_car,id_catch,my_neigh_prob,dis_school,x_cor,y_cor,school_walk_prob,avg_mvpa,avg_walk,daily_od,daily_od_mvpa,mvpa_home,mvpa_sc,mvpa_road,mvpa_play_field,mvpa_home_garden,mvpa_park,mvpa_PG,mvpa_amenity,mvpa_shops,mvpa_F_home,mvpa_fsa,per_days_sixt
11286,children609,6866.126579,4607.500482,zone(25),boy,1,1.201001337,0.562100337,-0.540229885,4,0.9,5,0,52,0.101178061,411,260106,666486,1,67.92,33.28,22,7,15,27,11,0,0,3.96,0.72,2.84,0.32,6.24,0,0.6
11286,children610,6867.505293,4588.898978,zone(25),girl,1,0.758312285,1.006452459,-0.540229885,4,0.9,5,0,52,0.181161443,411,260106,666486,1,50.12,26.68,36,8,8,20,10,0.16,0,8.4,0,0.32,0.4,1.76,0,0.24
11286,children611,6861.236685,4602.070653,zone(25),girl,1,0.685214894,1.047705675,-0.540229885,4,0.9,3,0,52,0.188587022,411,260106,666486,1,46.44,25.48,38,9,7,19,8,1,0,8.12,0,0,0.48,1.08,0,0.2
11286,children612,6896.259595,4460.792633,zone(25),girl,1,0.905274069,0.90870867,-0.540229885,4,0.9,5,0,52,0.163567561,379,260148,666621,1,62.4,40.76,44,11,8,21,14,1.8,0,8.24,0,1.08,0.6,3.28,3,0.52
11286,children613,6911.686612,4423.827889,zone(25),girl,1,0.935331569,0.598212242,-0.540229885,4,0.9,5,0,52,0.107678204,1254,260148,666621,1,64.24,67.44,16,2,8,20,24,0.44,0,0,0,2.12,0.28,1.28,6,0.56
11286,children614,6864.355273,4582.186694,zone(25),girl,1,1.659000232,0.839843835,-0.540229885,4,0.9,5,0,52,0.15117189,411,260106,666486,1,97.32,38,49,24,14,26,13,0.76,0,21.64,0,2,0.08,1.28,17,0.96
11286,children615,6915.143519,4434.37631,zone(25),boy,1,0.690422696,0.585812315,-0.540229885,4,0.9,5,1,52,0.105446217,1792,260148,666621,0,46.88,16.72,37,7,9,21,5,1.44,0,3.88,0,2.4,0.44,1.88,0,0.2
11286,children616,6908.220651,4415.93293,zone(25),boy,1,1.351245373,0.773984846,-0.540229885,4,0.9,7,2,52,0.139317272,1792,260148,666621,0,73.72,15.64,26,10,19,28,5,1.24,0,7.12,0,2.08,0.76,2.6,6,0.68
11286,children617,6911.925693,4440.097241,zone(25),boy,3,1.108589826,0.830605512,-0.540229885,4,0.9,6,0,52,0.149508992,379,260148,666621,1,79.28,44.16,31,10,14,26,15,0,0,5.8,0.32,3.96,0.12,1.88,10,0.92
11286,children618,6907.099926,4453.07072,zone(25),boy,1,0.992950343,0.575679635,-0.540229885,4,0.9,9,0,52,0.103622334,379,260148,666621,1,66.44,29.36,33,11,12,25,11,0.92,0,9.6,0,0.84,0.16,5.36,0,0.6
11286,children619,6862.094506,4565.183416,zone(25),boy,1,0.593150313,0.973232172,-0.540229885,4,0.9,6,0,52,0.175181791,411,260106,666486,1,49.4,29.32,40,8,8,21,9,2.32,0,5.4,0,0.96,0.44,1.24,0,0.28
11286,children620,8234.407272,4336.833425,zone(26),girl,1,1.777818045,0.769329212,-0.085944581,1,0.6,4,1,52,0.092319505,1306,261480,666730,0.799171539,64.64,22.2,12,3,21,27,7,0,0,1.4,0,2.4,1.08,4,0,0.52
11286,children621,8312.681849,4220.028358,zone(26),girl,1,0.788440723,1.103275821,-0.085944581,1,0.6,6,2,52,0.132393099,1507,261556,666849,0,36.52,5.28,10,1,11,19,1,0,0,0.88,0,0.68,0.88,1.76,0,0.04
11286,children622,8533.49473,4223.552604,zone(26),girl,1,1.183170372,0.991139838,-0.085944581,1,0.6,5,0,52,0.118936781,1055,261772,666848,1,63.16,53.88,27,7,11,23,17,1.64,0,4.28,0,1.92,0.48,2.04,0,0.44
11286,children623,8466.240879,4238.272966,zone(26),girl,1,0.739926707,0.960601384,-0.085944581,1,0.6,7,1,52,0.115272166,2382,261709,666829,0.28862704,49.8,43.32,18,2,7,19,15,0.32,0,1,0,1.32,0.2,2.48,2,0.24
11286,children624,8345.568118,4203.70285,zone(26),boy,3,1.172862191,0.98130673,-0.085944581,1,0.6,5,0,52,0.117756808,1023,261586,666863,1,75.44,52.56,32,10,16,27,18,3.48,0,1.76,0,4.92,0.12,3.84,0,0.88
11286,children625,8248.095375,4240.104258,zone(26),girl,4,1.477007843,0.768957362,-0.085944581,1,0.6,5,1,52,0.092274883,1520,261487,666825,0.889308128,74.76,54.52,16,6,16,24,18,1.6,0,3.4,0,1.12,1.36,1.68,5,0.76
11286,children626,8253.329069,4426.427246,zone(26),girl,1,0.733896034,1.458393573,-0.085944581,1,0.6,5,1,52,0.175007229,608,261504,666652,0.686565377,42.96,18.68,21,5,8,19,6,2.04,0,2.88,0,0.2,0.24,2.72,0,0.08
11286,children627,8286.121302,4216.537996,zone(26),girl,3,1.128673461,1.007441868,-0.085944581,1,0.6,4,0,52,0.120893024,1507,261524,666853,1,78.28,77.88,26,6,11,22,27,2.72,0,1.2,0,2.08,0.24,2.76,8,0.76
11286,children628,8252.151765,4255.268105,zone(26),girl,1,1.394536694,0.727867662,-0.085944581,1,0.6,4,0,52,0.087344119,1520,261493,666812,1,78.56,77.2,19,4,14,24,26,1.68,0,0.36,0,2.52,0.88,2.36,5,0.8
11286,children629,7989.17507,4879.111194,zone(26),boy,1,1.20000754,0.851936602,-0.085944581,1,0.6,7,0,52,0.102232392,990,261234,666187,1,69.52,39.72,24,8,17,26,13,0.8,0,1.68,0,5.6,0.36,3.12,0,0.72
11286,children630,8315.055758,4338.215003,zone(26),girl,1,1.584449374,0.894195286,-0.085944581,1,0.6,6,0,52,0.107303434,761,261556,666729,1,60.88,32.96,8,2,18,25,11,1.24,0,0,0,1.32,1.04,2.44,0,0.4
11286,children631,8284.545324,4344.26195,zone(26),boy,3,0.84476227,0.652361655,-0.085944581,1,0.6,8,1,52,0.078283399,761,261525,666720,0.226823158,55.76,19.08,8,2,12,23,7,0,0,1.36,0,1,0.32,1.72,8,0.48
11286,children632,8239.533144,4335.503939,zone(26),boy,3,1.220703828,1.426788453,-0.085944581,1,0.6,3,2,52,0.171214614,1306,261480,666730,0.352145385,68.88,16,13,5,16,25,5,0,0,5.4,0,0,0.28,3.48,11,0.64
11286,children633,8461.750438,4162.119097,zone(26),boy,1,1.695314395,1.155851256,-0.085944581,1,0.6,9,1,52,0.138702151,2303,261701,666902,0.796047487,108.92,83.96,44,22,19,31,30,8,0,8.68,0,5.6,0.64,4.64,0,0.96
11286,children634,7989.206868,4678.049417,zone(26),boy,1,0.540681341,0.777185624,-0.085944581,1,0.6,5,2,52,0.093262275,1160,261242,666380,0.619855336,45.8,29.76,12,2,7,21,10,1.44,0,0.48,0,0.64,0.2,1.52,2,0.12
11286,children635,8454.646052,4205.722222,zone(26),boy,1,1.218556148,0.992622967,-0.085944581,1,0.6,4,1,52,0.119114756,2382,261695,666858,0,65.44,10.92,6,2,16,26,4,1.12,0,0.48,0,0.6,1.24,2.04,11,0.68
11286,children636,8331.88887,4218.324885,zone(26),boy,1,0.986605638,1.008571077,-0.085944581,1,0.6,8,1,52,0.121028529,1571,261573,666852,0.343799907,62,22.52,10,3,13,25,8,1.52,0,1.56,0,0.36,0.28,2.84,8,0.48
11286,children637,8332.588195,4301.591788,zone(26),girl,2,0.960925999,1.026074639,-0.085944581,1,0.6,7,1,52,0.123128957,923,261573,666772,0.367017452,50.2,27.76,26,5,10,21,10,1.6,0,2.16,0,1.4,0.96,1.88,0,0.2
11286,children638,8503.960753,4230.052155,zone(26),boy,3,1.360040544,0.854357004,-0.085944581,1,0.6,4,0,52,0.10252284,1961,261745,666839,1,86.12,81.76,27,9,14,28,27,1.32,0,2.08,0,6.12,0.44,5.04,0,0.96
11286,children639,8485.700564,4237.240251,zone(26),boy,3,0.467569585,1.195399503,-0.085944581,1,0.6,4,1,52,0.14344794,974,261728,666835,0.312586676,54.68,40.92,6,1,6,20,15,0.84,0,0,0,0.52,0.16,0.36,10,0.4
11286,children640,8506.459082,4232.637873,zone(26),girl,1,1.255536307,1.386262807,-0.085944581,1,0.6,5,1,52,0.166351537,1583,261745,666839,0,68.28,23.36,15,3,11,23,8,0,0,0,0,3.28,0.72,1.2,18,0.68
11286,children641,8255.423431,4292.464515,zone(26),girl,1,0.734392696,1.266990299,-0.085944581,1,0.6,6,0,52,0.152038836,1854,261487,666770,1,64.88,76.88,36,6,6,19,26,0,0,4.56,0,1.84,0.24,2.96,2,0.68
11286,children642,8530.583367,4218.007763,zone(26),girl,1,0.982239737,1.474705012,-0.085944581,1,0.6,8,0,52,0.176964601,1055,261772,666848,1,65.08,54.64,56,12,9,21,17,4.8,0,5.04,0,2.92,0,3.04,0,0.56
11286,children643,8350.430468,4258.201602,zone(26),boy,3,1.023502877,1.38690729,-0.085944581,1,0.6,4,2,52,0.166428875,974,261592,666816,0.999452881,62.28,39.48,22,6,13,24,13,3.2,0,1.84,0,1.24,0.6,3.2,0,0.56
11286,children644,8527.053918,4249.958861,zone(26),boy,3,0.693442315,0.759105017,-0.085944581,1,0.6,3,0,52,0.091092602,985,261770,666815,1,59.88,57.28,7,1,9,21,19,0.44,0,1.2,0,0,0.12,0.56,7,0.56
11286,children645,8312.864149,4389.812539,zone(26),girl,1,0.62521842,0.814561813,-0.085944581,1,0.6,4,0,52,0.097747418,701,261554,666675,1,56.96,63,12,2,5,19,21,1,0,1.28,0,0,0,1.04,7,0.52
11286,children646,8509.58171,4180.463342,zone(26),girl,1,0.883674051,1.200138699,-0.085944581,1,0.6,4,0,52,0.144016644,1573,261746,666886,1,67.24,75.68,32,5,8,20,27,0.8,0,3.28,0,1.88,0,1.88,3,0.68
11286,children647,8292.879381,4397.782262,zone(26),boy,1,0.898135718,0.761944251,-0.085944581,1,0.6,6,0,52,0.09143331,701,261554,666675,1,61.2,41.12,24,7,12,23,14,0.84,0,1.92,0,4.24,0.48,2.48,0,0.56
11286,children648,8467.568804,4204.026151,zone(26),boy,2,0.994905234,0.990455125,-0.085944581,1,0.6,5,0,52,0.118854615,1900,261712,666864,1,68.56,69.76,21,5,13,24,23,0.96,0,1.48,0,2.68,0.6,1.28,0,0.68
11286,children649,8316.682078,4306.531191,zone(26),boy,1,0.742568034,0.752167722,-0.085944581,1,0.6,7,0,52,0.090260127,923,261554,666763,1,63.4,58.12,15,2,9,22,21,0,0,0.4,0,2.44,0.12,3.84,3,0.56
11286,children650,7519.215104,4672.494096,zone(27),boy,1,0.952013894,0.781588642,0.433218203,1,0.6,7,1,52,0.093790637,1909,260778,666399,0,51,7.4,15,4,14,24,2,1.32,0,2.72,0.12,0.28,0.2,4.72,0,0.32
11286,children651,7519.754951,4675.524213,zone(27),boy,2,1.165222539,0.858950696,0.433218203,1,0.6,4,0,52,0.103074084,1909,260778,666399,1,83.24,78.8,26,9,14,26,27,3.56,0,1.6,0,4.56,0.44,4.12,0,0.88
11286,children652,7269.843127,4658.451948,zone(27),girl,1,0.770105218,0.93663967,0.433218203,1,0.6,6,1,52,0.11239676,1574,260508,666400,0.457898982,52.52,44.52,30,5,7,19,17,0.96,0,2,0,2.44,0.4,2.72,0,0.28
11286,children653,7331.319141,4645.204867,zone(27),boy,4,1.017561452,1.015892127,0.433218203,1,0.6,9,0,52,0.121907055,919,260573,666423,1,70.48,37.44,46,14,14,25,12,3.76,0,4.24,0,6.36,0.08,3.28,0,0.68
11286,children654,7540.79832,4667.543445,zone(27),boy,1,0.94525777,0.930736067,0.433218203,1,0.6,6,2,52,0.111688328,499,260778,666399,0.862918033,62.76,24.24,38,11,12,24,8,1.52,0,8.2,0,2.08,0.52,4.56,0,0.48
11286,children655,7424.453127,4722.841262,zone(27),girl,3,0.697563472,1.237920259,0.433218203,1,0.6,8,0,52,0.148550431,1440,260650,666343,1,55.36,49.96,52,8,8,19,16,1.96,0,3.6,0,2.64,0.28,1.64,0,0.24
11286,children656,7631.532824,4657.515865,zone(27),boy,1,1.169019458,1.047975609,0.433218203,1,0.6,4,0,52,0.125757073,1769,260874,666415,1,100.88,80.68,38,14,13,26,29,6.12,0,5.92,0,2.16,0.24,0.6,15,1
11286,children657,7524.285741,4671.629543,zone(27),girl,2,1.3756127,0.894373294,0.433218203,1,0.6,4,0,52,0.107324795,698,260778,666399,1,71.04,47.92,17,6,14,24,17,1.4,0,4.4,0,0.36,0.76,2.52,5,0.64
11286,children658,7485.053376,4681.567205,zone(27),girl,3,1.542026928,0.874452835,0.433218203,1,0.6,5,1,52,0.10493434,351,260726,666385,0,75.72,25.36,0,0,17,25,9,0,0,0,0,0,0.24,0.52,22,0.84
11286,children659,7455.728165,4634.289596,zone(27),boy,3,0.733347404,0.595317121,0.433218203,1,0.6,8,0,52,0.071438055,1236,260697,666436,1,65.36,51.88,18,4,7,22,19,2.32,0,1.16,0,1.44,0.36,3.16,7,0.72
11286,children660,7384.117841,4687.478057,zone(27),boy,1,1.503045166,1.168954016,0.433218203,1,0.6,6,1,52,0.140274482,275,260636,666385,1,83.04,19.52,31,13,22,30,7,1.36,0,4.56,0,7.16,0.56,1.88,7,0.84
11286,children661,7260.117095,4672.216392,zone(27),boy,2,0.8276525,1.235517231,0.433218203,1,0.6,3,0,52,0.148262068,1037,260508,666400,1,64.36,41.56,23,6,11,24,14,0,0,6.36,0.08,0,0.36,3.36,4,0.52
11286,children662,7616.027469,4654.693744,zone(27),boy,1,0.544870477,0.728508024,0.433218203,1,0.6,5,0,52,0.087420963,360,260874,666415,1,47.6,26.88,41,8,6,20,9,3.24,0,5,0,0.56,0,2.64,0,0.2
11286,children663,7463.864878,4621.715196,zone(27),girl,4,1.041122531,1.308120534,0.433218203,1,0.6,6,1,52,0.156974464,1574,260697,666436,0.598557004,64.2,52.44,19,4,9,21,17,1.4,0,1.4,0,1.72,0,0.64,10,0.6
11286,children664,7634.48396,4655.593207,zone(27),girl,2,0.913050083,0.912402963,0.433218203,1,0.6,9,0,52,0.109488356,360,260874,666415,1,57.88,35.52,13,3,9,21,12,0.24,0,3.48,0,0,0.56,1.36,9,0.48
11286,children665,7396.605538,4681.007974,zone(27),girl,2,1.189514986,0.890044275,0.433218203,1,0.6,7,0,52,0.106805313,1485,260636,666385,1,81.48,73.16,28,9,11,23,26,2.52,0,5.92,0,1.08,0.52,1.88,8,0.84
11286,children666,7459.809099,4638.645499,zone(27),boy,3,0.979134325,1.133883823,0.433218203,1,0.6,4,0,52,0.136066059,1574,260697,666436,1,81.64,71.2,19,6,12,25,24,2.72,0,3.16,0,0.32,0.48,2.72,9,0.84
11286,children667,7480.831534,4674.197712,zone(27),girl,1,1.03747095,1.251998576,0.433218203,1,0.6,7,1,52,0.150239829,1562,260726,666385,0.977112077,65.28,56,46,11,10,21,19,1.8,0,7.52,0,2.16,0.28,2.04,0,0.6
11286,children668,7413.075644,4725.203681,zone(27),boy,2,0.838050087,1.10354596,0.433218203,1,0.6,4,0,52,0.132425515,1440,260650,666343,1,73.12,63.64,29,7,10,23,21,0.52,0,4.92,0,2.24,0.04,1.36,8,0.8
11286,children669,7528.188013,4667.860521,zone(27),girl,2,0.700968994,0.978750484,0.433218203,1,0.6,5,0,52,0.117450058,698,260778,666399,1,47.8,39.36,35,5,7,19,13,2.68,0,2,0,1.28,0.2,1.8,0,0.2
11286,children670,7558.349767,4661.344503,zone(27),boy,1,0.917377224,1.148753001,0.433218203,1,0.6,3,1,52,0.13785036,698,260778,666399,0,58.48,21.48,12,3,12,23,8,1.08,0,2.36,0,0.24,0.52,2,7,0.44
11286,children671,7335.187204,4644.848169,zone(27),boy,3,0.728466595,0.820497067,0.433218203,1,0.6,6,0,52,0.098459648,1574,260573,666423,1,58.56,56.12,19,3,10,22,19,0.96,0,0,0.48,2.16,0.16,3.44,0,0.4
11286,children672,7361.700593,4743.161656,zone(27),girl,1,1.015994001,1.133568821,0.433218203,1,0.6,4,0,52,0.136028259,623,260595,666344,1,60.68,39.68,28,7,10,21,14,0,0,5.68,0,2.08,0.56,2,3,0.36
11286,children673,7324.406034,4652.784562,zone(27),boy,1,1.434016171,1.011752901,0.433218203,1,0.6,8,0,52,0.121410348,1037,260573,666423,1,94.2,51,42,18,17,29,17,0,0,15.04,1.48,1.88,0.4,3.8,6,0.88
11286,children674,7594.695562,4966.184502,zone(28),boy,1,1.02833186,0.784335811,0.347049794,1,0.6,4,2,52,0.094120297,1784,260839,666106,0.263536715,70.72,38.96,34,10,13,24,14,2.08,0,3.4,0,5.36,0.16,1.72,5,0.72
11286,children675,7615.159123,5024.447682,zone(28),boy,2,1.205148254,1.217814618,0.347049794,1,0.6,7,1,52,0.146137754,1907,260852,666041,0,66.32,15.28,30,10,16,26,4,0.4,0,4.68,0,5.08,0,2.92,5,0.6
11286,children676,7500.144843,4849.985279,zone(28),girl,1,0.823130356,0.65415497,0.347049794,1,0.6,4,0,52,0.078498596,1633,260748,666218,1,69.84,83.84,26,4,7,21,29,0.36,0,3.28,0,1.12,0,1.68,5,0.8
11286,children677,7544.762275,5064.438997,zone(28),boy,3,1.016706842,1.356249235,0.347049794,1,0.6,8,0,52,0.162749908,2014,260791,666006,1,88.04,80.28,48,14,12,26,30,3.08,0,4,0.6,6.8,0.36,4.32,0,1
11286,children678,7490.319479,4854.858922,zone(28),boy,4,1.100314917,0.95467238,0.347049794,1,0.6,6,0,52,0.114560686,313,260724,666216,1,73.48,28.68,26,8,14,26,10,0,0,2.6,0,5.92,0.44,2.28,11,0.68
11286,children679,7420.023078,4893.0727,zone(28),girl,3,1.109507628,0.916492619,0.347049794,1,0.6,6,1,52,0.109979114,736,260657,666178,0.243096654,54.2,19,10,2,13,22,6,1.56,0,0.92,0,0,0.4,2.32,7,0.4
11286,children680,7618.561098,5092.166906,zone(28),boy,1,0.641274014,0.956861064,0.347049794,1,0.6,8,0,52,0.114823328,2014,260866,665978,1,62.88,72.64,19,3,8,22,25,0.44,0,1.04,0.28,1.56,0.36,3.24,0,0.6
11286,children681,7543.818475,5059.781711,zone(28),girl,1,1.650294294,0.949727886,0.347049794,1,0.6,7,1,52,0.113967346,694,260791,666006,0.887147145,69.44,24.28,47,14,16,25,7,3.92,0,3.4,0,6.8,0.32,5.36,0,0.72
11286,children682,7566.256162,5067.446885,zone(28),girl,3,1.153686377,1.024455919,0.347049794,1,0.6,5,1,52,0.12293471,916,260812,666006,0.967091971,67.92,39.76,41,8,11,22,14,0.88,0,2.52,0,5.24,0.56,1.48,8,0.76
11286,children683,7614.776349,4725.586158,zone(28),boy,1,1.431003363,1.193774541,0.347049794,1,0.6,7,0,52,0.143252945,516,260858,666342,1,102.2,58.68,19,6,16,28,20,0,0,0,0,6.28,0.4,1.12,28,0.88
11286,children684,7481.268935,4854.30505,zone(28),boy,2,0.600833304,1.277635372,0.347049794,1,0.6,5,0,52,0.153316245,647,260724,666216,1,53.56,41.36,44,7,7,20,15,0.68,0,2.72,0,4.08,0.48,2.32,0,0.2
11286,children685,7567.548449,4922.807377,zone(28),boy,3,1.102180376,1.016173337,0.347049794,1,0.6,6,1,52,0.1219408,1744,260810,666147,0.838301729,88.92,64,43,14,11,26,23,3.88,0,7.68,0,3.16,0.08,2.44,10,0.88
11286,children686,7521.648019,5045.409754,zone(28),boy,1,0.715787712,0.975139567,0.347049794,1,0.6,7,2,52,0.117016748,2014,260761,666022,0.31808033,52.92,24.8,15,3,11,22,9,2.92,0,0,0,0.88,0,5.32,0,0.32
11286,children687,7569.647136,4926.961792,zone(28),girl,1,1.115612026,1.167325745,0.347049794,1,0.6,7,0,52,0.140079089,646,260810,666147,1,56.84,27.2,47,10,11,22,8,1.84,0,4.56,0,3.92,0,3.64,0,0.36
11286,children688,7610.001603,5067.715328,zone(28),girl,1,1.306925284,0.855867274,0.347049794,1,0.6,7,0,52,0.102704073,2027,260856,666005,1,93.64,100.88,10,3,11,23,35,0,0,1.16,0,2,0,0.84,19,0.84
11286,children689,7572.705314,4944.152954,zone(28),boy,3,0.897638021,0.956000868,0.347049794,1,0.6,4,0,52,0.114720104,464,260812,666128,1,56.84,33.12,27,6,11,23,10,0,0,1.48,0,5.28,0.52,3.44,0,0.32
11286,children690,7574.602494,5026.255792,zone(28),girl,1,1.005687629,1.019496039,0.347049794,1,0.6,4,1,52,0.122339525,809,260814,666042,0.992008426,51.4,25.36,30,7,11,20,8,1,0,4.28,0,2.44,0.36,2.44,0,0.16
11286,children691,7340.872683,4785.081604,zone(28),boy,1,0.832629547,1.244778159,0.347049794,1,0.6,4,1,52,0.149373379,1436,260579,666285,0.436349374,52.48,21.48,21,5,12,23,7,1.52,0,2.2,0,1.6,0.08,3.32,0,0.4
11286,children692,7734.224342,4740.741354,zone(28),boy,1,0.771239801,1.082924684,0.347049794,1,0.6,6,1,52,0.129950962,2129,260982,666332,0,59.64,26.68,3,0,10,23,9,0,0,0,0,0.56,0.36,0.16,16,0.56
11286,children693,7576.971978,4797.130034,zone(28),boy,2,0.884397989,1.037757748,0.347049794,1,0.6,4,2,52,0.12453093,535,260822,666276,0.817227252,58.52,22.92,55,14,10,23,7,2.52,0,7.72,0,4.4,0.64,1.76,0,0.4
11286,children694,7612.738126,5027.64667,zone(28),boy,4,0.948802539,1.145530241,0.347049794,1,0.6,6,1,52,0.137463629,1907,260852,666041,0,61.84,15.76,3,0,12,23,5,0,0,0,0,0.76,0.32,0.32,18,0.56
11286,children695,7403.939514,4895.005951,zone(28),boy,1,0.616702032,0.717732847,0.347049794,1,0.6,6,0,52,0.086127942,201,260642,666177,1,41,20.72,6,1,9,21,7,0,0,0,0,1.04,0.12,2.08,0,0
11286,children696,7599.439766,4765.38274,zone(28),boy,3,1.29414448,0.802913167,0.347049794,1,0.6,3,0,52,0.09634958,1844,260839,666302,1,93.56,74.2,16,7,17,27,27,2.8,0,3.88,0,0.6,0.2,1.16,12,0.96
11286,children697,7553.590539,5022.687991,zone(28),girl,1,1.304449199,0.667519831,0.347049794,1,0.6,7,1,52,0.08010238,809,260796,666045,0.62308031,63.6,25.76,46,12,15,23,8,1.2,0,6,0,5.6,0,2.96,0,0.52
11286,children698,7556.048467,4829.427313,zone(28),boy,3,0.871894075,1.077437635,0.347049794,1,0.6,5,1,52,0.129292516,516,260802,666245,0.820251221,53.84,17.6,24,6,12,23,6,1.92,0,1.44,0,3.24,0.2,3.44,0,0.36
11286,children699,7395.197102,4895.024908,zone(28),boy,3,0.672297099,0.812789378,0.347049794,1,0.6,6,0,52,0.097534725,201,260642,666177,1,63.28,40.76,20,4,8,22,14,1.8,0,0,0,2.56,0,1,12,0.52
11286,children700,7539.065532,4843.897318,zone(28),boy,2,0.989642051,1.072993373,0.347049794,1,0.6,3,2,52,0.128759205,1836,260776,666221,0,57.12,9.16,30,9,12,24,3,3.8,0,4.36,0,0.96,0.6,2.04,4,0.4
11286,children701,7428.29943,4888.296833,zone(28),girl,3,0.875052715,0.824351258,0.347049794,1,0.6,6,0,52,0.098922151,1522,260671,666179,1,64,64.16,39,8,8,20,23,0.76,0,5.88,0,2.08,0.28,2.64,0,0.56
11286,children702,7605.08692,4760.436891,zone(28),girl,2,0.538001447,0.848960349,0.347049794,1,0.6,6,1,52,0.101875242,516,260847,666314,0,34.44,10.2,32,4,5,18,3,0.88,0,1.92,0,1.88,0.36,1.92,0,0
11286,children703,7577.87005,4847.705835,zone(28),boy,3,1.22728071,1.000140516,0.347049794,1,0.6,6,0,52,0.120016862,1836,260825,666223,1,87.2,64.04,21,8,15,27,22,0.48,0,5.52,0,2.04,0,2.36,10,0.88
11286,children704,7467.943944,4889.336818,zone(28),boy,2,0.983060363,0.887542452,0.347049794,1,0.6,7,0,52,0.106505094,1633,260715,666182,1,82,70.44,43,13,11,25,24,2.04,0,7.6,0,4.16,0.32,2.6,4,0.96
11286,children705,7619.34834,4898.391767,zone(28),boy,3,1.344671812,1.347632874,0.347049794,1,0.6,3,0,52,0.161715945,657,260861,666171,1,85.72,37.2,34,14,18,28,12,2,0,8.52,0,3.76,2.4,3.16,6,0.84
11286,children706,7567.216283,4806.489367,zone(28),boy,4,1.071164225,0.987992844,0.347049794,1,0.6,5,1,52,0.118559141,1836,260812,666261,0.387499116,74.2,44.48,29,9,15,25,16,1.96,0,3.56,0,3.96,0.44,2.12,4,0.68
11286,children707,7335.116168,4862.882797,zone(28),boy,3,0.769431618,1.220604115,0.347049794,1,0.6,9,0,52,0.146472494,1436,260565,666236,1,68.56,59.08,23,4,10,22,20,0.36,0,1.6,0,2.56,0,2.72,7,0.56
11286,children708,7511.336449,4883.376096,zone(28),girl,1,1.200337102,0.747870659,0.347049794,1,0.6,6,0,52,0.089744479,313,260749,666185,1,52.68,15.76,26,6,14,23,5,1.2,0,1.28,0,3.68,0.12,2.76,0,0.2
11286,children709,7603.627073,4760.088071,zone(28),girl,1,0.934772244,0.895890347,0.347049794,1,0.6,5,0,52,0.107506842,1844,260847,666314,1,67.44,69.56,46,9,8,21,24,3.52,0,3.16,0,2.96,0.72,2.4,0,0.68
11286,children710,7459.573646,4883.592436,zone(28),boy,2,0.721226722,1.030972296,0.347049794,1,0.6,6,2,52,0.123716675,647,260700,666181,0.209014624,45.4,7.88,18,4,11,22,3,0.68,0,1.64,0,2.32,0.64,3.36,0,0.08
11286,children711,7939.860568,4891.064942,zone(29),girl,3,1.358104275,1.086223057,-0.213781822,1,0.6,8,0,52,0.130346767,554,261175,666184,1,82.72,62.64,24,5,12,24,23,0.64,0,0,0,4.44,0.24,1.96,14,0.84
11286,children712,7785.094714,5022.166433,zone(29),boy,3,1.018776901,1.081279642,-0.213781822,1,0.6,9,0,52,0.129753557,2067,261021,666043,1,92.44,90.52,44,13,10,25,31,5.2,0,4.68,0,3.64,0.44,2.12,8,0.96
11286,children713,7837.376955,5090.536921,zone(29),girl,4,0.715503754,1.091262931,-0.213781822,1,0.6,7,1,52,0.130951552,935,261068,665976,0.87824337,48.72,36.8,42,6,7,19,12,1.36,0,1.4,0,3.48,0.28,3.04,0,0.28
11286,children714,7925.055023,4980.849148,zone(29),girl,1,0.97693284,1.10188602,-0.213781822,1,0.6,7,0,52,0.132226322,870,261165,666086,1,56.2,45.16,36,5,9,21,16,1.12,0,1.2,0,3.64,0.16,2.52,0,0.36
11286,children715,7901.495729,5010.946128,zone(29),girl,1,1.063359848,0.91694621,-0.213781822,1,0.6,5,0,52,0.110033545,870,261145,666055,1,58.6,48.2,23,4,11,22,17,1.28,0,1.16,0,1.92,0.4,2.52,0,0.48
11286,children716,7965.242396,4838.627297,zone(29),girl,1,0.558358246,1.286896187,-0.213781822,1,0.6,4,0,52,0.154427542,2138,261208,666233,1,59.04,79,25,3,6,19,27,0.76,0,1.2,0,1.36,0.28,1.64,0,0.36
11286,children717,7946.340254,4949.005629,zone(29),boy,3,0.969396668,1.192597561,-0.213781822,1,0.6,6,1,52,0.143111707,962,261187,666125,0.939030467,82.36,51.76,15,4,10,25,17,0,0,1.56,0,2.52,0.48,0,23,1
11286,children718,7644.17155,4844.080849,zone(29),boy,1,1.154844423,0.863164016,-0.213781822,1,0.6,4,0,52,0.103579682,517,260888,666224,1,66.44,32,21,6,18,26,11,2.16,0,0.52,0,3.88,0.4,3.44,0,0.6
11286,children719,7871.231434,4783.489594,zone(29),girl,1,0.776479357,0.87177335,-0.213781822,1,0.6,6,1,52,0.104612802,477,261113,666283,0.944343699,47.76,21.68,45,8,8,20,7,2.4,0,3.04,0,3,0.28,2.92,0,0.08
11286,children720,7788.72792,5102.523699,zone(29),girl,1,1.293690973,1.040698775,-0.213781822,1,0.6,6,2,52,0.124883853,2255,261068,665976,0.937608422,78.08,68.72,30,8,14,23,23,3.08,0,2.48,0,3.28,0.24,2.52,5,0.8
